,unique-id,text,aggresssion-level,preprocess,flesch_reading_ease,flesch_kincaid_grade_level,syllables,words,characters,class
1481,facebook_corpus_msr_467581,modi should learn from him how & what to communicate common people not to corporate people.,CAG,modi should learn from him how & what to communicate common people not to corporate people.,50.61,9.93,25,15,91,0
1482,facebook_corpus_msr_406290,Why media giving dividing news.?this happen in pak not in India.,NAG,why media giving dividing news.?this happen in pak not in india.,57.23,8.01,18,11,64,2
1483,facebook_corpus_msr_433456,"I see a lot of under-performing unsuccessful brats talking about how immoral it is to copy.
Do not question the credibilty of someone who is above you financially or otherwise.
Learn that.",NAG,i see a lot of under-performing unsuccessful brats talking about how immoral it is to copy. do not question the credibilty of someone who is above you financially or otherwise. learn that.,42.17,15.33,50,32,188,2
1484,facebook_corpus_msr_407896,अबे कहाँ राजा भोज कहाँ नंगू केजरी अव्वल नम्बर का चूतीया,NAG,अबे कहाँ राजा भोज कहाँ नंगू केजरी अव्वल नम्बर का चूतीया,111.07,0.5,11,11,55,2
1485,facebook_corpus_msr_402204,INDIAN PM MODI SHOULD  GIVE FREE HAND TO INDIAN ARMY AND DECLARE FULL FLEGED WAR  AGAINST PAKISTAN,NAG,indian pm modi should give free hand to indian army and declare full fleged war against pakistan,60.19,9.09,26,17,98,2
1486,facebook_corpus_msr_424420,Why is GVA growth lower at 6.7% than GDP growth of 7% ?,NAG,why is gva growth lower at 6.7% than gdp growth of 7% ?,95.95,2.86,14,12,55,2
1487,facebook_corpus_msr_440087,"Modi not compromising principle for own post , taking risk for the interest of the nation at the risk of own party and own position , A real leader in deed",NAG,"modi not compromising principle for own post , taking risk for the interest of the nation at the risk of own party and own position , a real leader in deed",43.21,14.44,46,29,155,2
1488,facebook_corpus_msr_404727,Pakistan is basically a military ruled state and fake democracy' to fool the developed/powerful world for getting  alms ?? A failed nation indeed ??,NAG,pakistan is basically a military ruled state and fake democracy' to fool the developed/powerful world for getting alms ?? a failed nation indeed ??,23.0,15.52,42,22,148,2
1489,facebook_corpus_msr_409467,"TODAY We proudly celebrate 6th SEPT as a DEFEFCE DAY of our COUNRTY.

when in 1965, our Daring Tigers of PAKISTAN ARMY crushed the planned, organized and secret aggression of the INDIAN Army..
it was the War in which Worlds most number Tank
s were Destroyed..
and in Our Cities we have lots of those Indian Tanks, which were Crushed by Our Heroes.....

PAKISTAN ZINDABAD
PAK ARMY ZINDABAD........
http://www.facebook.com/photo.php?fbid=428040763908650&set=o.130917846955806&type=1",NAG,"today we proudly celebrate 6th sept as a defefce day of our counrty. when in 1965, our daring tigers of pakistan army crushed the planned, organized and secret aggression of the indian army.. it was the war in which worlds most number tank s were destroyed.. and in our cities we have lots of those indian tanks, which were crushed by our heroes..... pakistan zindabad pak army zindabad........ ",16.64,28.08,98,69,480,2
1490,facebook_corpus_msr_357915,The mentors are not only teachers but they are playing very important role I. Understanding the strength and weakness of students and work accordingly. Thank God ? We have such fantastic group of mentors of National Repute at ASA.,NAG,the mentors are not only teachers but they are playing very important role i. understanding the strength and weakness of students and work accordingly. thank god ? we have such fantastic group of mentors of national repute at asa.,36.91,17.55,59,38,230,2
1491,facebook_corpus_msr_414498,"Its on second rank ...
Only for few minutes 
Tcl is again 1st
With 4.54 lakh cr. 
And reliance is 4.45 lakh cr.",NAG,its on second rank ... only for few minutes tcl is again 1st with 4.54 lakh cr. and reliance is 4.45 lakh cr.,84.52,6.94,26,22,111,2
1492,facebook_corpus_msr_333584,"Cattle stealing is a major problem in Assam specially in remote area, our family has faced this problem twice. I have to pay money in return of my own cattle.  If I was in that crowd I surely will join them.",NAG,"cattle stealing is a major problem in assam specially in remote area, our family has faced this problem twice. i have to pay money in return of my own cattle. if i was in that crowd i surely will join them.",47.61,16.8,57,41,207,2
1493,facebook_corpus_msr_328497,wat type of initiative is this  😋 ...he is insane,NAG,wat type of initiative is this 😋 ...he is insane,78.25,4.83,14,10,49,2
1494,facebook_corpus_msr_469794,Hats of to modi to remove black money from india👍👍👍,NAG,hats of to modi to remove black money from india👍👍👍,69.79,6.01,15,10,51,2
1495,facebook_corpus_msr_489178,Hahahaha.this is not surgical war.this is just stupidity of India.PAKISTAN ZINDABAD,OAG,hahahaha.this is not surgical war.this is just stupidity of india.pakistan zindabad,11.09,14.45,24,11,83,1
1496,facebook_corpus_msr_443789,while the India is starving for FDI and privatization. She is talks about domestic saving,NAG,while the india is starving for fdi and privatization. she is talks about domestic saving,56.25,9.14,24,15,89,2
1497,facebook_corpus_msr_328711,What is wrong?  Since Aravind Kejriwal is failed let them induct a new CM to retain peoples support.,NAG,what is wrong? since aravind kejriwal is failed let them induct a new cm to retain peoples support.,61.67,9.13,27,18,100,2
1498,facebook_corpus_msr_440944,"Unlike many other people who always preach about development, he is on the other side actually doing something towards that end
    I personally appreciate his initiative",NAG,"unlike many other people who always preach about development, he is on the other side actually doing something towards that end i personally appreciate his initiative",14.5,17.7,51,26,170,2
1499,facebook_corpus_msr_466933,it feel he is now to old to speak clearly,NAG,it feel he is now to old to speak clearly,103.62,1.29,11,10,41,2
1500,facebook_corpus_msr_424446,True bro. There had been many people telling the calculation of GDP is flawed.,NAG,true bro. there had been many people telling the calculation of gdp is flawed.,83.85,5.04,18,14,78,2
1501,facebook_corpus_msr_411691,"Saw today's news, that HC Delhi, clear the decks for TATA Sons to pay US$1.18 Billions to DoCoMo for honouring its commitment made while DocoMo agreed to purchase26% stake in Tata Tele services in 2009 at US$2.7Billion.(The then prevailing market price.)

All tax experts are hailing the judgement as, gr8 transperent and strong legal system. This judgenent will encourage more FDI . Blah blah blah.

I fail to understand, all that is fine, ""to uphold the agreement"". However such protection is not available to all sundry.

When we, retail investers purchase shares at the then prevailing market price, why we are not allowed to incorporate such clause, ""should the market price fall 50% of it, Company should give us back at least 50% of the price at which we had purchased the share in market.""

 That time the clause is , ""Investment in market is subject to risk, you may loose your money completely, kindly take advice from experts before investing.""

To understand more clearly a retail invester's agony, lets take an example. Many must have invested in IPOs at a premium , in ""Co A"", believing  tall claims made by promoters. They invested in Rs.10 face valyed share at say Rs225.00 in say 2009 same time when Docomo invested in Tata Tele Services.

Sadly today the said "" Co A"" share market price falls to Rs3.00.

Now can any one of these investers, such aggrived retail invrster approch the company to pay atleast Rs112.50 ( 50% of stake price invested). Just like DoCoMo approaching Tata Sons, to repurchase their shares at 50% of stake price.

I know, tax experts (hailing the Delhi HC judgement ) will say, where is the agreement between the company and retail investers?

Thats exactly, where the shoe pinches. All our system, laws tries to protect interests of super HNIs only.

If Delhi HC feels such clause of protecting 50% of stakeholders price is fair, should not The Govt too amended suitably the existing Company Law, in oder to protect retail investers stakes in comoany.? There pl don't insist on defence, our clause clearly states, your investnents are subject to market risks, may loose your money in entireity.

Will RBI go ahead to appeal in SC? Will our Govt force the pramoters to safeguard the retail investers investments? Well may not be at 50% of their market priced investment, but on some clearly defined prorata basis.",NAG,"saw today's news, that hc delhi, clear the decks for tata sons to pay us$1.18 billions to docomo for honouring its commitment made while docomo agreed to purchase26% stake in tata tele services in 2009 at us$2.7billion.(the then prevailing market price.) all tax experts are hailing the judgement as, gr8 transperent and strong legal system. this judgenent will encourage more fdi . blah blah blah. i fail to understand, all that is fine, ""to uphold the agreement"". however such protection is not available to all sundry. when we, retail investers purchase shares at the then prevailing market price, why we are not allowed to incorporate such clause, ""should the market price fall 50% of it, company should give us back at least 50% of the price at which we had purchased the share in market."" that time the clause is , ""investment in market is subject to risk, you may loose your money completely, kindly take advice from experts before investing."" to understand more clearly a retail invester's agony, lets take an example. many must have invested in ipos at a premium , in ""co a"", believing tall claims made by promoters. they invested in rs.10 face valyed share at say rs225.00 in say 2009 same time when docomo invested in tata tele services. sadly today the said "" co a"" share market price falls to rs3.00. now can any one of these investers, such aggrived retail invrster approch the company to pay atleast rs112.50 ( 50% of stake price invested). just like docomo approaching tata sons, to repurchase their shares at 50% of stake price. i know, tax experts (hailing the delhi hc judgement ) will say, where is the agreement between the company and retail investers? thats exactly, where the shoe pinches. all our system, laws tries to protect interests of super hnis only. if delhi hc feels such clause of protecting 50% of stakeholders price is fair, should not the govt too amended suitably the existing company law, in oder to protect retail investers stakes in comoany.? there pl don't insist on defence, our clause clearly states, your investnents are subject to market risks, may loose your money in entireity. will rbi go ahead to appeal in sc? will our govt force the pramoters to safeguard the retail investers investments? well may not be at 50% of their market priced investment, but on some clearly defined prorata basis.",-314.03,155.19,560,395,2355,2
